RID,DESIGN_ROW,SCENARIO,SEQ,pref1,a1_x1,a1_x2,a1_x3,a1_x4,a2_x1,a2_x2,a2_x3,a2_x4,a3_x1,a3_x2,a3_x3,a3_x4
106418,12,5,5,1,1,3,1,4,2,1,2,5,1,1,1,1
106418,10,2,2,3,2,1,2,4,3,2,3,5,1,1,1,1
106418,5,9,9,3,1,3,2,2,2,1,3,3,1,1,1,1
106418,7,4,4,2,1,2,3,3,2,3,1,4,1,1,1,1
106418,4,6,6,2,3,2,1,2,1,3,2,3,1,1,1,1
106423,18,6,6,3,1,2,2,6,2,3,3,1,1,1,1,1
106423,2,4,4,3,2,2,2,1,3,3,3,2,1,1,1,1
106423,15,9,9,3,2,2,1,5,3,3,2,6,1,1,1,1
106423,11,8,8,3,3,2,3,4,1,3,1,5,1,1,1,1
106423,6,5,5,3,2,1,3,2,3,2,1,3,1,1,1,1
106423,17,7,7,3,3,1,1,6,1,2,2,1,1,1,1,1
106423,16,2,2,3,2,3,3,6,3,1,1,1,1,1,1,1
106423,3,1,1,3,3,3,3,1,1,1,1,2,1,1,1,1
106423,1,3,3,3,1,1,1,1,2,2,2,2,1,1,1,1
106426,16,9,9,2,2,3,3,6,3,1,1,1,1,1,1,1
106426,9,4,4,1,3,1,2,3,1,2,3,4,1,1,1,1
106426,13,6,6,1,3,3,2,5,1,1,3,6,1,1,1,1
106426,14,1,1,2,1,1,3,5,2,2,1,6,1,1,1,1
106426,5,3,3,2,1,3,2,2,2,1,3,3,1,1,1,1
106426,7,5,5,2,1,2,3,3,2,3,1,4,1,1,1,1
106426,1,7,7,2,1,1,1,1,2,2,2,2,1,1,1,1
106426,10,8,8,2,2,1,2,4,3,2,3,5,1,1,1,1
106426,8,2,2,2,2,3,1,3,3,1,2,4,1,1,1,1
106892,10,9,9,1,2,1,2,4,3,2,3,5,1,1,1,1
106892,4,4,4,1,3,2,1,2,1,3,2,3,1,1,1,1
106892,13,6,6,1,3,3,2,5,1,1,3,6,1,1,1,1
106892,12,1,1,1,1,3,1,4,2,1,2,5,1,1,1,1
106892,2,3,3,2,2,2,2,1,3,3,3,2,1,1,1,1
106892,14,7,7,3,1,1,3,5,2,2,1,6,1,1,1,1
106892,3,2,2,1,3,3,3,1,1,1,1,2,1,1,1,1
106892,8,8,8,2,2,3,1,3,3,1,2,4,1,1,1,1
106892,9,5,5,1,3,1,2,3,1,2,3,4,1,1,1,1
107240,6,4,4,2,2,1,3,2,3,2,1,3,1,1,1,1
107240,16,9,9,2,2,3,3,6,3,1,1,1,1,1,1,1
107240,15,6,6,1,2,2,1,5,3,3,2,6,1,1,1,1
107240,3,3,3,3,3,3,3,1,1,1,1,2,1,1,1,1
107240,2,1,1,1,2,2,2,1,3,3,3,2,1,1,1,1
107240,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1
107240,4,5,5,1,3,2,1,2,1,3,2,3,1,1,1,1
107240,5,8,8,3,1,3,2,2,2,1,3,3,1,1,1,1
107240,11,7,7,1,3,2,3,4,1,3,1,5,1,1,1,1
107774,6,1,1,2,2,1,3,2,3,2,1,3,1,1,1,1
107774,13,3,3,3,3,3,2,5,1,1,3,6,1,1,1,1
107774,17,8,8,2,3,1,1,6,1,2,2,1,1,1,1,1
107774,14,2,2,3,1,1,3,5,2,2,1,6,1,1,1,1
107774,16,5,5,2,2,3,3,6,3,1,1,1,1,1,1,1
107774,12,7,7,3,1,3,1,4,2,1,2,5,1,1,1,1
107774,18,9,9,2,1,2,2,6,2,3,3,1,1,1,1,1
107774,15,4,4,3,2,2,1,5,3,3,2,6,1,1,1,1
107774,7,6,6,3,1,2,3,3,2,3,1,4,1,1,1,1
107796,12,6,6,1,1,3,1,4,2,1,2,5,1,1,1,1
107796,9,9,9,2,3,1,2,3,1,2,3,4,1,1,1,1
107796,1,4,4,2,1,1,1,1,2,2,2,2,1,1,1,1
107796,4,8,8,2,3,2,1,2,1,3,2,3,1,1,1,1
107796,17,2,2,2,3,1,1,6,1,2,2,1,1,1,1,1
107796,3,7,7,1,3,3,3,1,1,1,1,2,1,1,1,1
107796,8,5,5,2,2,3,1,3,3,1,2,4,1,1,1,1
107796,2,1,1,2,2,2,2,1,3,3,3,2,1,1,1,1
107796,10,3,3,2,2,1,2,4,3,2,3,5,1,1,1,1
108778,14,7,7,3,1,1,3,5,2,2,1,6,1,1,1,1
108778,7,2,2,2,1,2,3,3,2,3,1,4,1,1,1,1
108778,17,5,5,2,3,1,1,6,1,2,2,1,1,1,1,1
108778,18,8,8,3,1,2,2,6,2,3,3,1,1,1,1,1
108778,16,3,3,2,2,3,3,6,3,1,1,1,1,1,1,1
108778,4,1,1,1,3,2,1,2,1,3,2,3,1,1,1,1
108778,8,6,6,1,2,3,1,3,3,1,2,4,1,1,1,1
108778,2,9,9,3,2,2,2,1,3,3,3,2,1,1,1,1
108778,9,4,4,1,3,1,2,3,1,2,3,4,1,1,1,1
108784,10,5,5,3,2,1,2,4,3,2,3,5,1,1,1,1
108784,7,8,8,3,1,2,3,3,2,3,1,4,1,1,1,1
108784,16,7,7,3,2,3,3,6,3,1,1,1,1,1,1,1
108784,3,2,2,3,3,3,3,1,1,1,1,2,1,1,1,1
108784,4,3,3,3,3,2,1,2,1,3,2,3,1,1,1,1
108784,1,1,1,3,1,1,1,1,2,2,2,2,1,1,1,1
108784,13,6,6,3,3,3,2,5,1,1,3,6,1,1,1,1
108784,11,9,9,3,3,2,3,4,1,3,1,5,1,1,1,1
108784,5,4,4,3,1,3,2,2,2,1,3,3,1,1,1,1
108789,3,9,9,1,3,3,3,1,1,1,1,2,1,1,1,1
108789,15,4,4,1,2,2,1,5,3,3,2,6,1,1,1,1
108789,8,6,6,2,2,3,1,3,3,1,2,4,1,1,1,1
108789,6,1,1,2,2,1,3,2,3,2,1,3,1,1,1,1
108789,12,3,3,1,1,3,1,4,2,1,2,5,1,1,1,1
108789,10,8,8,1,2,1,2,4,3,2,3,5,1,1,1,1
108789,7,5,5,2,1,2,3,3,2,3,1,4,1,1,1,1
108789,1,7,7,2,1,1,1,1,2,2,2,2,1,1,1,1
108789,9,2,2,2,3,1,2,3,1,2,3,4,1,1,1,1
108793,11,9,9,1,3,2,3,4,1,3,1,5,1,1,1,1
108793,12,4,4,1,1,3,1,4,2,1,2,5,1,1,1,1
108793,6,6,6,2,2,1,3,2,3,2,1,3,1,1,1,1
108793,2,3,3,2,2,2,2,1,3,3,3,2,1,1,1,1
108793,17,1,1,2,3,1,1,6,1,2,2,1,1,1,1,1
108793,5,7,7,1,1,3,2,2,2,1,3,3,1,1,1,1
108793,4,5,5,2,3,2,1,2,1,3,2,3,1,1,1,1
108793,14,8,8,2,1,1,3,5,2,2,1,6,1,1,1,1
108793,9,2,2,1,3,1,2,3,1,2,3,4,1,1,1,1
108795,4,9,9,1,3,2,1,2,1,3,2,3,1,1,1,1
108795,16,4,4,1,2,3,3,6,3,1,1,1,1,1,1,1
108795,6,6,6,2,2,1,3,2,3,2,1,3,1,1,1,1
108795,13,1,1,1,3,3,2,5,1,1,3,6,1,1,1,1
108795,17,3,3,1,3,1,1,6,1,2,2,1,1,1,1,1
108795,18,5,5,2,1,2,2,6,2,3,3,1,1,1,1,1
108795,7,8,8,2,1,2,3,3,2,3,1,4,1,1,1,1
108795,2,7,7,2,2,2,2,1,3,3,3,2,1,1,1,1
108795,15,2,2,2,2,2,1,5,3,3,2,6,1,1,1,1
108805,18,5,5,1,1,2,2,6,2,3,3,1,1,1,1,1
108805,17,8,8,1,3,1,1,6,1,2,2,1,1,1,1,1
108805,10,2,2,2,2,1,2,4,3,2,3,5,1,1,1,1
108805,13,7,7,1,3,3,2,5,1,1,3,6,1,1,1,1
108805,16,1,1,1,2,3,3,6,3,1,1,1,1,1,1,1
108805,12,3,3,1,1,3,1,4,2,1,2,5,1,1,1,1
108805,11,6,6,2,3,2,3,4,1,3,1,5,1,1,1,1
108805,15,9,9,1,2,2,1,5,3,3,2,6,1,1,1,1
108805,8,4,4,1,2,3,1,3,3,1,2,4,1,1,1,1
108816,6,7,7,3,2,1,3,2,3,2,1,3,1,1,1,1
108816,13,8,8,3,3,3,2,5,1,1,3,6,1,1,1,1
108816,5,5,5,1,1,3,2,2,2,1,3,3,1,1,1,1
108816,9,2,2,3,3,1,2,3,1,2,3,4,1,1,1,1
108816,1,3,3,1,1,1,1,1,2,2,2,2,1,1,1,1
108816,3,1,1,3,3,3,3,1,1,1,1,2,1,1,1,1
108816,4,6,6,3,3,2,1,2,1,3,2,3,1,1,1,1
108816,18,9,9,3,1,2,2,6,2,3,3,1,1,1,1,1
108816,2,4,4,3,2,2,2,1,3,3,3,2,1,1,1,1
108821,17,3,3,2,3,1,1,6,1,2,2,1,1,1,1,1
108821,11,1,1,3,3,2,3,4,1,3,1,5,1,1,1,1
108821,12,5,5,3,1,3,1,4,2,1,2,5,1,1,1,1
108821,7,7,7,3,1,2,3,3,2,3,1,4,1,1,1,1
108821,14,8,8,3,1,1,3,5,2,2,1,6,1,1,1,1
108821,10,2,2,3,2,1,2,4,3,2,3,5,1,1,1,1
108821,3,9,9,2,3,3,3,1,1,1,1,2,1,1,1,1
108821,16,4,4,2,2,3,3,6,3,1,1,1,1,1,1,1
108821,8,6,6,1,2,3,1,3,3,1,2,4,1,1,1,1
108828,12,1,1,3,1,3,1,4,2,1,2,5,1,1,1,1
108828,9,3,3,3,3,1,2,3,1,2,3,4,1,1,1,1
108828,16,7,7,2,2,3,3,6,3,1,1,1,1,1,1,1
108828,3,8,8,2,3,3,3,1,1,1,1,2,1,1,1,1
108828,1,5,5,2,1,1,1,1,2,2,2,2,1,1,1,1
108828,11,2,2,3,3,2,3,4,1,3,1,5,1,1,1,1
108828,5,9,9,1,1,3,2,2,2,1,3,3,1,1,1,1
108828,7,4,4,3,1,2,3,3,2,3,1,4,1,1,1,1
108828,2,6,6,2,2,2,2,1,3,3,3,2,1,1,1,1
108830,9,9,9,3,3,1,2,3,1,2,3,4,1,1,1,1
108830,6,4,4,2,2,1,3,2,3,2,1,3,1,1,1,1
108830,5,6,6,3,1,3,2,2,2,1,3,3,1,1,1,1
108830,15,1,1,2,2,2,1,5,3,3,2,6,1,1,1,1
108830,10,3,3,2,2,1,2,4,3,2,3,5,1,1,1,1
108830,13,2,2,1,3,3,2,5,1,1,3,6,1,1,1,1
108830,18,5,5,3,1,2,2,6,2,3,3,1,1,1,1,1
108830,11,7,7,1,3,2,3,4,1,3,1,5,1,1,1,1
108830,7,8,8,2,1,2,3,3,2,3,1,4,1,1,1,1
108848,12,7,7,3,1,3,1,4,2,1,2,5,1,1,1,1
108848,15,8,8,3,2,2,1,5,3,3,2,6,1,1,1,1
108848,10,5,5,3,2,1,2,4,3,2,3,5,1,1,1,1
108848,16,2,2,2,2,3,3,6,3,1,1,1,1,1,1,1
108848,8,1,1,1,2,3,1,3,3,1,2,4,1,1,1,1
108848,1,3,3,2,1,1,1,1,2,2,2,2,1,1,1,1
108848,14,6,6,3,1,1,3,5,2,2,1,6,1,1,1,1
108848,4,9,9,1,3,2,1,2,1,3,2,3,1,1,1,1
108848,3,4,4,1,3,3,3,1,1,1,1,2,1,1,1,1
108857,1,6,6,2,1,1,1,1,2,2,2,2,1,1,1,1
108857,14,4,4,1,1,1,3,5,2,2,1,6,1,1,1,1
108857,3,9,9,1,3,3,3,1,1,1,1,2,1,1,1,1
108857,9,5,5,1,3,1,2,3,1,2,3,4,1,1,1,1
108857,5,7,7,2,1,3,2,2,2,1,3,3,1,1,1,1
108857,4,8,8,1,3,2,1,2,1,3,2,3,1,1,1,1
108857,2,2,2,2,2,2,2,1,3,3,3,2,1,1,1,1
108857,13,1,1,1,3,3,2,5,1,1,3,6,1,1,1,1
108857,18,3,3,2,1,2,2,6,2,3,3,1,1,1,1,1
108861,18,9,9,3,1,2,2,6,2,3,3,1,1,1,1,1
108861,7,4,4,3,1,2,3,3,2,3,1,4,1,1,1,1
108861,8,6,6,3,2,3,1,3,3,1,2,4,1,1,1,1
108861,12,3,3,3,1,3,1,4,2,1,2,5,1,1,1,1
108861,2,1,1,3,2,2,2,1,3,3,3,2,1,1,1,1
108861,6,2,2,3,2,1,3,2,3,2,1,3,1,1,1,1
108861,10,8,8,3,2,1,2,4,3,2,3,5,1,1,1,1
108861,15,5,5,3,2,2,1,5,3,3,2,6,1,1,1,1
108861,13,7,7,3,3,3,2,5,1,1,3,6,1,1,1,1
108876,1,4,4,2,1,1,1,1,2,2,2,2,1,1,1,1
108876,9,9,9,3,3,1,2,3,1,2,3,4,1,1,1,1
108876,7,6,6,2,1,2,3,3,2,3,1,4,1,1,1,1
108876,11,1,1,2,3,2,3,4,1,3,1,5,1,1,1,1
108876,17,3,3,2,3,1,1,6,1,2,2,1,1,1,1,1
108876,3,8,8,1,3,3,3,1,1,1,1,2,1,1,1,1
108876,8,5,5,1,2,3,1,3,3,1,2,4,1,1,1,1
108876,16,2,2,1,2,3,3,6,3,1,1,1,1,1,1,1
108876,10,7,7,1,2,1,2,4,3,2,3,5,1,1,1,1
108776,10,2,2,2,2,1,2,4,3,2,3,5,1,1,1,1
108776,2,4,4,,2,2,2,1,3,3,3,2,1,1,1,1
108776,1,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1
108776,8,3,3,2,2,3,1,3,3,1,2,4,1,1,1,1
108904,13,4,4,3,3,3,2,5,1,1,3,6,1,1,1,1
108904,15,9,9,3,2,2,1,5,3,3,2,6,1,1,1,1
108904,14,6,6,3,1,1,3,5,2,2,1,6,1,1,1,1
108904,5,3,3,2,1,3,2,2,2,1,3,3,1,1,1,1
108904,2,1,1,2,2,2,2,1,3,3,3,2,1,1,1,1
108904,6,7,7,2,2,1,3,2,3,2,1,3,1,1,1,1
108904,17,5,5,2,3,1,1,6,1,2,2,1,1,1,1,1
108904,4,2,2,1,3,2,1,2,1,3,2,3,1,1,1,1
108904,11,8,8,1,3,2,3,4,1,3,1,5,1,1,1,1
108906,6,4,4,3,2,1,3,2,3,2,1,3,1,1,1,1
108906,8,9,9,3,2,3,1,3,3,1,2,4,1,1,1,1
108906,9,6,6,3,3,1,2,3,1,2,3,4,1,1,1,1
108906,16,1,1,2,2,3,3,6,3,1,1,1,1,1,1,1
108906,18,3,3,2,1,2,2,6,2,3,3,1,1,1,1,1
108906,11,7,7,3,3,2,3,4,1,3,1,5,1,1,1,1
108906,1,5,5,1,1,1,1,1,2,2,2,2,1,1,1,1
108906,12,2,2,3,1,3,1,4,2,1,2,5,1,1,1,1
108906,2,8,8,1,2,2,2,1,3,3,3,2,1,1,1,1
108929,3,1,1,2,3,3,3,1,1,1,1,2,1,1,1,1
108929,18,3,3,2,1,2,2,6,2,3,3,1,1,1,1,1
108929,17,8,8,1,3,1,1,6,1,2,2,1,1,1,1,1
108929,12,5,5,2,1,3,1,4,2,1,2,5,1,1,1,1
108929,16,2,2,1,2,3,3,6,3,1,1,1,1,1,1,1
108929,13,7,7,1,3,3,2,5,1,1,3,6,1,1,1,1
108929,7,4,4,2,1,2,3,3,2,3,1,4,1,1,1,1
108929,4,9,9,2,3,2,1,2,1,3,2,3,1,1,1,1
108929,5,6,6,2,1,3,2,2,2,1,3,3,1,1,1,1
108958,8,7,7,2,2,3,1,3,3,1,2,4,1,1,1,1
108958,4,5,5,1,3,2,1,2,1,3,2,3,1,1,1,1
108958,10,8,8,2,2,1,2,4,3,2,3,5,1,1,1,1
108958,14,2,2,2,1,1,3,5,2,2,1,6,1,1,1,1
108958,1,3,3,2,1,1,1,1,2,2,2,2,1,1,1,1
108958,15,1,1,2,2,2,1,5,3,3,2,6,1,1,1,1
108958,16,6,6,1,2,3,3,6,3,1,1,1,1,1,1,1
108958,2,4,4,2,2,2,2,1,3,3,3,2,1,1,1,1
108958,7,9,9,2,1,2,3,3,2,3,1,4,1,1,1,1
108969,11,4,4,3,3,2,3,4,1,3,1,5,1,1,1,1
108969,17,9,9,2,3,1,1,6,1,2,2,1,1,1,1,1
108969,4,6,6,3,3,2,1,2,1,3,2,3,1,1,1,1
108969,12,3,3,3,1,3,1,4,2,1,2,5,1,1,1,1
108969,10,1,1,3,2,1,2,4,3,2,3,5,1,1,1,1
108969,5,2,2,3,1,3,2,2,2,1,3,3,1,1,1,1
108969,13,5,5,3,3,3,2,5,1,1,3,6,1,1,1,1
108969,15,8,8,3,2,2,1,5,3,3,2,6,1,1,1,1
108969,14,7,7,3,1,1,3,5,2,2,1,6,1,1,1,1
105608,4,2,2,,3,2,1,2,1,3,2,3,1,1,1,1
105608,12,1,1,3,1,3,1,4,2,1,2,5,1,1,1,1
105747,13,2,2,,3,3,2,5,1,1,3,6,1,1,1,1
105747,17,1,1,2,3,1,1,6,1,2,2,1,1,1,1,1
105764,7,8,8,3,1,2,3,3,2,3,1,4,1,1,1,1
105764,17,7,7,2,3,1,1,6,1,2,2,1,1,1,1,1
105764,10,5,5,3,2,1,2,4,3,2,3,5,1,1,1,1
105764,8,2,2,3,2,3,1,3,3,1,2,4,1,1,1,1
105764,12,3,3,3,1,3,1,4,2,1,2,5,1,1,1,1
105764,11,1,1,3,3,2,3,4,1,3,1,5,1,1,1,1
105764,18,6,6,3,1,2,2,6,2,3,3,1,1,1,1,1
105764,2,4,4,3,2,2,2,1,3,3,3,2,1,1,1,1
105764,16,9,9,3,2,3,3,6,3,1,1,1,1,1,1,1
105958,13,4,4,3,3,3,2,5,1,1,3,6,1,1,1,1
105958,8,9,9,1,2,3,1,3,3,1,2,4,1,1,1,1
105958,17,6,6,2,3,1,1,6,1,2,2,1,1,1,1,1
105958,5,1,1,1,1,3,2,2,2,1,3,3,1,1,1,1
105958,1,3,3,2,1,1,1,1,2,2,2,2,1,1,1,1
105958,16,7,7,2,2,3,3,6,3,1,1,1,1,1,1,1
105958,3,2,2,1,3,3,3,1,1,1,1,2,1,1,1,1
105958,11,5,5,1,3,2,3,4,1,3,1,5,1,1,1,1
105958,6,8,8,1,2,1,3,2,3,2,1,3,1,1,1,1
106094,15,6,6,3,2,2,1,5,3,3,2,6,1,1,1,1
106094,13,4,4,3,3,3,2,5,1,1,3,6,1,1,1,1
106094,18,9,9,3,1,2,2,6,2,3,3,1,1,1,1,1
106094,7,2,2,3,1,2,3,3,2,3,1,4,1,1,1,1
106094,12,8,8,3,1,3,1,4,2,1,2,5,1,1,1,1
106094,2,5,5,3,2,2,2,1,3,3,3,2,1,1,1,1
106094,5,7,7,3,1,3,2,2,2,1,3,3,1,1,1,1
106094,8,1,1,3,2,3,1,3,3,1,2,4,1,1,1,1
106094,17,3,3,3,3,1,1,6,1,2,2,1,1,1,1,1
107244,12,1,1,1,1,3,1,4,2,1,2,5,1,1,1,1
107244,17,3,3,1,3,1,1,6,1,2,2,1,1,1,1,1
107244,7,2,2,2,1,2,3,3,2,3,1,4,1,1,1,1
107244,8,7,7,1,2,3,1,3,3,1,2,4,1,1,1,1
107244,11,5,5,2,3,2,3,4,1,3,1,5,1,1,1,1
107244,10,8,8,3,2,1,2,4,3,2,3,5,1,1,1,1
107244,18,4,4,2,1,2,2,6,2,3,3,1,1,1,1,1
107244,2,9,9,2,2,2,2,1,3,3,3,2,1,1,1,1
107244,1,6,6,3,1,1,1,1,2,2,2,2,1,1,1,1
107443,4,3,3,2,3,2,1,2,1,3,2,3,1,1,1,1
107443,3,1,1,2,3,3,3,1,1,1,1,2,1,1,1,1
107443,5,4,4,,1,3,2,2,2,1,3,3,1,1,1,1
107443,9,2,2,1,3,1,2,3,1,2,3,4,1,1,1,1
107876,13,6,6,3,3,3,2,5,1,1,3,6,1,1,1,1
107876,18,9,9,2,1,2,2,6,2,3,3,1,1,1,1,1
107876,11,4,4,3,3,2,3,4,1,3,1,5,1,1,1,1
107876,14,5,5,3,1,1,3,5,2,2,1,6,1,1,1,1
107876,6,2,2,2,2,1,3,2,3,2,1,3,1,1,1,1
107876,15,7,7,3,2,2,1,5,3,3,2,6,1,1,1,1
107876,16,8,8,2,2,3,3,6,3,1,1,1,1,1,1,1
107876,7,3,3,1,1,2,3,3,2,3,1,4,1,1,1,1
107876,5,1,1,2,1,3,2,2,2,1,3,3,1,1,1,1
108780,18,1,1,3,1,2,2,6,2,3,3,1,1,1,1,1
108780,5,3,3,3,1,3,2,2,2,1,3,3,1,1,1,1
108780,3,2,2,3,3,3,3,1,1,1,1,2,1,1,1,1
108780,15,8,8,3,2,2,1,5,3,3,2,6,1,1,1,1
108780,14,7,7,3,1,1,3,5,2,2,1,6,1,1,1,1
108780,12,5,5,3,1,3,1,4,2,1,2,5,1,1,1,1
108780,13,9,9,3,3,3,2,5,1,1,3,6,1,1,1,1
108780,6,4,4,3,2,1,3,2,3,2,1,3,1,1,1,1
108780,11,6,6,3,3,2,3,4,1,3,1,5,1,1,1,1
108814,9,2,2,2,3,1,2,3,1,2,3,4,1,1,1,1
108814,14,4,4,,1,1,3,5,2,2,1,6,1,1,1,1
108814,1,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1
108814,5,3,3,2,1,3,2,2,2,1,3,3,1,1,1,1
108825,8,2,2,2,2,3,1,3,3,1,2,4,1,1,1,1
108825,17,5,5,,3,1,1,6,1,2,2,1,1,1,1,1
108825,15,1,1,3,2,2,1,5,3,3,2,6,1,1,1,1
108825,4,3,3,1,3,2,1,2,1,3,2,3,1,1,1,1
108825,14,4,4,3,1,1,3,5,2,2,1,6,1,1,1,1
108960,10,1,1,2,2,1,2,4,3,2,3,5,1,1,1,1
108960,3,3,3,1,3,3,3,1,1,1,1,2,1,1,1,1
108960,12,8,8,3,1,3,1,4,2,1,2,5,1,1,1,1
108960,6,5,5,2,2,1,3,2,3,2,1,3,1,1,1,1
108960,15,2,2,2,2,2,1,5,3,3,2,6,1,1,1,1
108960,11,7,7,1,3,2,3,4,1,3,1,5,1,1,1,1
108960,9,4,4,3,3,1,2,3,1,2,3,4,1,1,1,1
108960,5,9,9,2,1,3,2,2,2,1,3,3,1,1,1,1
108960,18,6,6,2,1,2,2,6,2,3,3,1,1,1,1,1
108965,13,2,2,1,3,3,2,5,1,1,3,6,1,1,1,1
108965,16,8,8,1,2,3,3,6,3,1,1,1,1,1,1,1
108965,1,5,5,2,1,1,1,1,2,2,2,2,1,1,1,1
108965,6,7,7,2,2,1,3,2,3,2,1,3,1,1,1,1
108965,17,3,3,1,3,1,1,6,1,2,2,1,1,1,1,1
108965,14,1,1,2,1,1,3,5,2,2,1,6,1,1,1,1
108965,2,6,6,1,2,2,2,1,3,3,3,2,1,1,1,1
108965,3,9,9,,3,3,3,1,1,1,1,2,1,1,1,1
108965,18,4,4,1,1,2,2,6,2,3,3,1,1,1,1,1
109054,11,6,6,3,3,2,3,4,1,3,1,5,1,1,1,1
109054,13,4,4,1,3,3,2,5,1,1,3,6,1,1,1,1
109054,14,9,9,3,1,1,3,5,2,2,1,6,1,1,1,1
109054,4,7,7,1,3,2,1,2,1,3,2,3,1,1,1,1
109054,15,8,8,3,2,2,1,5,3,3,2,6,1,1,1,1
109054,5,5,5,2,1,3,2,2,2,1,3,3,1,1,1,1
109054,9,2,2,1,3,1,2,3,1,2,3,4,1,1,1,1
109054,8,3,3,2,2,3,1,3,3,1,2,4,1,1,1,1
109054,7,1,1,2,1,2,3,3,2,3,1,4,1,1,1,1
109098,13,4,4,3,3,3,2,5,1,1,3,6,1,1,1,1
109098,9,9,9,2,3,1,2,3,1,2,3,4,1,1,1,1
109098,14,6,6,3,1,1,3,5,2,2,1,6,1,1,1,1
109098,7,3,3,1,1,2,3,3,2,3,1,4,1,1,1,1
109098,17,1,1,2,3,1,1,6,1,2,2,1,1,1,1,1
109098,5,5,5,1,1,3,2,2,2,1,3,3,1,1,1,1
109098,8,2,2,1,2,3,1,3,3,1,2,4,1,1,1,1
109098,18,7,7,2,1,2,2,6,2,3,3,1,1,1,1,1
109098,2,8,8,1,2,2,2,1,3,3,3,2,1,1,1,1
109105,18,9,9,2,1,2,2,6,2,3,3,1,1,1,1,1
109105,3,4,4,1,3,3,3,1,1,1,1,2,1,1,1,1
109105,11,6,6,1,3,2,3,4,1,3,1,5,1,1,1,1
109105,7,3,3,1,1,2,3,3,2,3,1,4,1,1,1,1
109105,17,1,1,2,3,1,1,6,1,2,2,1,1,1,1,1
109105,5,7,7,1,1,3,2,2,2,1,3,3,1,1,1,1
109105,8,2,2,1,2,3,1,3,3,1,2,4,1,1,1,1
109105,13,5,5,1,3,3,2,5,1,1,3,6,1,1,1,1
109105,14,8,8,1,1,1,3,5,2,2,1,6,1,1,1,1
109155,15,6,6,2,2,2,1,5,3,3,2,6,1,1,1,1
109155,5,9,9,2,1,3,2,2,2,1,3,3,1,1,1,1
109155,14,4,4,2,1,1,3,5,2,2,1,6,1,1,1,1
109155,17,2,2,2,3,1,1,6,1,2,2,1,1,1,1,1
109155,9,7,7,2,3,1,2,3,1,2,3,4,1,1,1,1
109155,13,5,5,1,3,3,2,5,1,1,3,6,1,1,1,1
109155,2,8,8,1,2,2,2,1,3,3,3,2,1,1,1,1
109155,7,3,3,2,1,2,3,3,2,3,1,4,1,1,1,1
109155,8,1,1,1,2,3,1,3,3,1,2,4,1,1,1,1
109170,3,6,6,1,3,3,3,1,1,1,1,2,1,1,1,1
109170,12,4,4,2,1,3,1,4,2,1,2,5,1,1,1,1
109170,15,9,9,2,2,2,1,5,3,3,2,6,1,1,1,1
109170,10,7,7,2,2,1,2,4,3,2,3,5,1,1,1,1
109170,11,5,5,1,3,2,3,4,1,3,1,5,1,1,1,1
109170,2,8,8,2,2,2,2,1,3,3,3,2,1,1,1,1
109170,7,2,2,1,1,2,3,3,2,3,1,4,1,1,1,1
109170,8,1,1,2,2,3,1,3,3,1,2,4,1,1,1,1
109170,17,3,3,2,3,1,1,6,1,2,2,1,1,1,1,1
109185,3,7,7,1,3,3,3,1,1,1,1,2,1,1,1,1
109185,8,2,2,1,2,3,1,3,3,1,2,4,1,1,1,1
109185,5,5,5,2,1,3,2,2,2,1,3,3,1,1,1,1
109185,16,8,8,2,2,3,3,6,3,1,1,1,1,1,1,1
109185,7,1,1,1,1,2,3,3,2,3,1,4,1,1,1,1
109185,17,3,3,2,3,1,1,6,1,2,2,1,1,1,1,1
109185,10,6,6,1,2,1,2,4,3,2,3,5,1,1,1,1
109185,13,4,4,3,3,3,2,5,1,1,3,6,1,1,1,1
109185,12,9,9,1,1,3,1,4,2,1,2,5,1,1,1,1
109190,11,5,5,1,3,2,3,4,1,3,1,5,1,1,1,1
109190,13,8,8,1,3,3,2,5,1,1,3,6,1,1,1,1
109190,6,7,7,2,2,1,3,2,3,2,1,3,1,1,1,1
109190,9,2,2,1,3,1,2,3,1,2,3,4,1,1,1,1
109190,5,3,3,2,1,3,2,2,2,1,3,3,1,1,1,1
109190,8,1,1,2,2,3,1,3,3,1,2,4,1,1,1,1
109190,4,6,6,1,3,2,1,2,1,3,2,3,1,1,1,1
109190,12,9,9,1,1,3,1,4,2,1,2,5,1,1,1,1
109190,10,4,4,1,2,1,2,4,3,2,3,5,1,1,1,1
109262,2,9,9,2,2,2,2,1,3,3,3,2,1,1,1,1
109262,3,4,4,1,3,3,3,1,1,1,1,2,1,1,1,1
109262,1,6,6,2,1,1,1,1,2,2,2,2,1,1,1,1
109262,16,3,3,1,2,3,3,6,3,1,1,1,1,1,1,1
109262,14,1,1,2,1,1,3,5,2,2,1,6,1,1,1,1
109262,15,5,5,2,2,2,1,5,3,3,2,6,1,1,1,1
109262,7,2,2,2,1,2,3,3,2,3,1,4,1,1,1,1
109262,17,7,7,2,3,1,1,6,1,2,2,1,1,1,1,1
109262,18,8,8,2,1,2,2,6,2,3,3,1,1,1,1,1
109268,7,9,9,1,1,2,3,3,2,3,1,4,1,1,1,1
109268,12,4,4,1,1,3,1,4,2,1,2,5,1,1,1,1
